2026-03-12T12:51:50.044Z INFO   Release tool started
  CMD: flags: {"dryRun":false,"verbose":false,"noColor":false,"logDir":"/Users/talazzeh/ui-workspace/auto_release/release-logs","lockPath":"/tmp/release-tool-ZMac-JLQKN2HKC0.local.lock","repoOverride":null}
2026-03-12T12:51:50.069Z INFO   Engineer: 122722553+tazzeh-atypon@users.noreply.github.com
2026-03-12T12:51:50.072Z INFO   Lock acquired
2026-03-12T12:51:50.072Z INFO   Detected standing repo from CWD: ui-theme-classic (/Users/talazzeh/ui-workspace/ui-theme-classic)
2026-03-12T12:51:50.072Z INFO   Path check: ui-theme-classic → /Users/talazzeh/ui-workspace/ui-theme-classic (OK)
2026-03-12T12:51:50.072Z INFO   Selected repos: ui-theme-classic
2026-03-12T12:51:50.073Z INFO  [ui-theme-classic] Processing repo: ui-theme-classic
2026-03-12T12:51:50.141Z INFO  [ui-theme-classic] Checked out develop
2026-03-12T12:51:52.458Z INFO  [ui-theme-classic] Pulled latest changes
2026-03-12T12:51:54.885Z INFO  [ui-theme-classic] Fetched tags from remote
2026-03-12T12:52:22.650Z INFO  [ui-theme-classic] Selected tracks: v2.4, v2.5, v2.6, v2.7, v2.8
2026-03-12T12:52:22.651Z INFO  [ui-theme-classic][v2.4] Processing track v2.4
2026-03-12T12:52:25.091Z INFO  [ui-theme-classic][v2.4] Checked out v2.4.61
2026-03-12T12:52:42.579Z INFO  [ui-theme-classic][v2.4] No cherry-picks requested
2026-03-12T12:52:44.810Z INFO  [ui-theme-classic][v2.4] Using latest remote tag v2.4.27 for parent ui-core (Scenario C)
2026-03-12T12:52:44.975Z INFO  [ui-theme-classic][v2.4] Bumped ui-core to git+ssh://git@github.com:atypon/ui-core.git#v2.4.27
2026-03-12T12:53:35.473Z INFO   ui-article upgrade mode: none
2026-03-12T12:53:46.579Z INFO  [ui-theme-classic][v2.4] npm install skipped by engineer
2026-03-12T12:53:54.730Z INFO  [ui-theme-classic][v2.4] npm build skipped by engineer
DIFF SUMMARY: ui-theme-classic v2.4.61 → v2.4.62 | 1 commits, 1 files, +1/-1
2026-03-12T12:54:08.745Z INFO  [ui-theme-classic][v2.4] Repo skipped at diff summary
2026-03-12T12:54:08.903Z INFO  [ui-theme-classic][v2.4] Returned to develop
2026-03-12T12:54:08.904Z INFO  [ui-theme-classic][v2.5] Processing track v2.5
2026-03-12T12:54:11.304Z INFO  [ui-theme-classic][v2.5] Checked out v2.5.36
2026-03-12T12:54:11.304Z INFO  [ui-theme-classic][v2.5] No cherry-picks requested
2026-03-12T12:54:13.444Z INFO  [ui-theme-classic][v2.5] Using latest remote tag v2.5.18 for parent ui-core (Scenario C)
2026-03-12T12:54:13.603Z INFO  [ui-theme-classic][v2.5] Bumped ui-core to git+ssh://git@github.com:atypon/ui-core.git#v2.5.18
