2026-03-10T10:23:56.041Z INFO   Release tool started
  CMD: flags: {"dryRun":false,"verbose":false,"noColor":false,"logDir":"/Users/talazzeh/ui-workspace/auto_release/release-logs","lockPath":"/tmp/release-tool-ZMac-JLQKN2HKC0.local.lock","repoOverride":null}
2026-03-10T10:23:56.067Z INFO   Engineer: 122722553+tazzeh-atypon@users.noreply.github.com
2026-03-10T10:23:56.068Z INFO   Lock acquired
2026-03-10T10:23:56.068Z INFO   Detected standing repo from CWD: ui-core (/Users/talazzeh/ui-workspace/ui-core)
2026-03-10T10:23:56.074Z INFO   Path check: ui-core → /Users/talazzeh/ui-workspace/ui-core (OK)
2026-03-10T10:23:56.074Z INFO   Path check: ui-theme-classic → /Users/talazzeh/ui-workspace/ui-theme-classic (OK)
2026-03-10T10:23:56.074Z INFO   Path check: ui-theme-photo → /Users/talazzeh/ui-workspace/ui-theme-photo (OK)
2026-03-10T10:23:56.075Z INFO   Selected repos: ui-core, ui-theme-classic, ui-theme-photo
2026-03-10T10:23:56.075Z INFO  [ui-core] Processing repo: ui-core
2026-03-10T10:23:56.139Z INFO  [ui-core] Checked out develop
2026-03-10T10:23:58.662Z INFO  [ui-core] Pulled latest changes
2026-03-10T10:24:01.123Z INFO  [ui-core] Fetched tags from remote
2026-03-10T10:24:11.640Z INFO  [ui-core] Selected tracks: v2.7, v2.8
2026-03-10T10:24:11.641Z INFO  [ui-core][v2.7] Processing track v2.7
2026-03-10T10:24:14.064Z INFO  [ui-core][v2.7] Checked out v2.7.94
2026-03-10T10:24:26.946Z INFO  [ui-core][v2.7] Cherry-picked c06bd3414d86cf7516260e5b982502dcb657c1ae
2026-03-10T10:24:29.063Z INFO  [ui-core][v2.7] Using latest remote tag v2.7.128 for parent ui-base (Scenario C)
2026-03-10T10:24:29.218Z INFO  [ui-core][v2.7] Bumped ui-base to git+ssh://git@github.com:atypon/ui-base.git#v2.7.128
2026-03-10T10:24:33.149Z INFO  [ui-core][v2.7] npm install skipped by engineer
2026-03-10T10:24:34.982Z INFO  [ui-core][v2.7] npm build skipped by engineer
DIFF SUMMARY: ui-core v2.7.94 → v2.7.95 | 2 commits, 2 files, +2/-1
2026-03-10T10:24:42.169Z INFO  [ui-core][v2.7] Tag v2.7.95 created locally
2026-03-10T10:24:42.169Z INFO  [ui-core][v2.7] Detached HEAD — pushing tag only (no branch push)
2026-03-10T10:24:45.036Z INFO  [ui-core][v2.7] Pushed tag v2.7.95
2026-03-10T10:24:45.071Z INFO  [ui-core][v2.7] Deleted local tag v2.7.95 after push (legacy behavior)
2026-03-10T10:24:45.071Z INFO  [ui-core][v2.7] Tag v2.7.95 created and pushed
2026-03-10T10:24:45.171Z INFO  [ui-core][v2.7] Returned to develop
2026-03-10T10:24:45.171Z INFO  [ui-core][v2.8] Processing track v2.8
2026-03-10T10:24:47.465Z INFO  [ui-core][v2.8] Checked out v2.8.30
2026-03-10T10:24:47.465Z INFO  [ui-core][v2.8] Using run-wide cherry-pick SHAs
2026-03-10T10:24:47.559Z INFO  [ui-core][v2.8] Cherry-picked c06bd3414d86cf7516260e5b982502dcb657c1ae
2026-03-10T10:24:49.710Z INFO  [ui-core][v2.8] Using latest remote tag v2.8.42 for parent ui-base (Scenario C)
2026-03-10T10:24:49.875Z INFO  [ui-core][v2.8] Bumped ui-base to git+ssh://git@github.com:atypon/ui-base.git#v2.8.42
2026-03-10T10:24:51.711Z INFO  [ui-core][v2.8] npm install skipped by engineer
2026-03-10T10:24:52.966Z INFO  [ui-core][v2.8] npm build skipped by engineer
DIFF SUMMARY: ui-core v2.8.30 → v2.8.31 | 2 commits, 2 files, +2/-1
2026-03-10T10:24:56.617Z INFO  [ui-core][v2.8] Tag v2.8.31 created locally
2026-03-10T10:24:56.617Z INFO  [ui-core][v2.8] Detached HEAD — pushing tag only (no branch push)
